index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 1, Census Tract 5610, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:561000> block group:1",75329,123,665,386,0,558,944,47.0,-666666666,944,31,419,388,70,,,231500,170315610001
"Block Group 5, Census Tract 5610, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:561000> block group:5",128594,92,706,754,0,287,1041,45.3,-666666666,926,0,602,555,0,,,248700,170315610005
"Block Group 3, Census Tract 5610, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:561000> block group:3",97381,132,611,724,41,273,1078,37.2,-666666666,937,14,462,431,30,,,241900,170315610003
"Block Group 4, Census Tract 8139, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:813900> block group:4",38098,18,570,103,0,1099,1202,22.9,974,1142,41,536,495,63,,,122800,170318139004
"Block Group 2, Census Tract 8139, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:813900> block group:2",57885,16,826,40,23,1201,1305,31.6,966,1305,22,678,656,102,,,154900,170318139002
"Block Group 4, Census Tract 3301, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:330100> block group:4",90573,867,4195,2019,1604,477,5039,35.6,1211,4872,0,3653,3653,1184,,,403000,170313301004
"Block Group 3, Census Tract 3301, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:330100> block group:3",144734,2232,5955,4101,907,266,6598,46.3,2155,6449,0,4538,4462,1341,,,486600,170313301003
"Block Group 1, Census Tract 508, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:050800> block group:1",116488,456,977,1073,41,207,1402,32.8,1682,1281,51,897,826,398,,,748500,170310508001
"Block Group 1, Census Tract 509, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:050900> block group:1",103750,404,1022,949,12,324,1414,33.8,1661,1331,28,893,865,249,,,612300,170310509001
"Block Group 2, Census Tract 513, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:051300> block group:2",186406,550,1126,1316,72,57,1579,35.6,2595,1417,20,1014,994,172,,,503600,170310513002
"Block Group 2, Census Tract 632, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:063200> block group:2",127530,207,743,768,0,0,801,49.1,1685,743,25,561,536,238,,,286400,170310632002
"Block Group 1, Census Tract 632, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:063200> block group:1",71450,594,965,1022,69,34,1197,33.8,1468,1197,0,996,996,723,,,-666666666,170310632001
"Block Group 1, Census Tract 707, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:070700> block group:1",156581,914,1862,1822,227,188,2580,31.4,2258,2282,24,1744,1680,394,,,597700,170310707001
"Block Group 3, Census Tract 4305, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:430500> block group:3",20804,21,486,39,842,21,922,25.7,903,903,163,434,271,125,,,169100,170314305003
"Block Group 1, Census Tract 4314, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:431400> block group:1",31148,276,1924,225,1793,98,2263,47.0,957,2215,169,1251,1039,461,,,49300,170314314001
"Block Group 2, Census Tract 4314, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:431400> block group:2",24042,109,1083,114,2092,0,2236,22.7,876,1881,163,712,502,298,,,-666666666,170314314002
"Block Group 1, Census Tract 4407, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:440700> block group:1",37750,111,526,15,771,0,786,41.2,1058,734,93,343,250,123,,,168400,170314407001
"Block Group 2, Census Tract 4701, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:470100> block group:2",20000,16,717,10,772,39,847,54.4,362,830,83,313,230,42,,,96200,170314701002
"Block Group 1, Census Tract 4801, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:480100> block group:1",51932,199,816,10,1054,7,1078,47.8,872,1010,33,559,517,206,,,140900,170314801001
"Block Group 2, Census Tract 1912, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:191200> block group:2",40743,30,428,51,0,673,724,33.4,937,667,19,364,337,82,,,220600,170311912002
"Block Group 2, Census Tract 2101, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:210100> block group:2",52321,386,1117,705,43,811,1587,30.3,1210,1464,17,857,840,232,,,402100,170312101002
"Block Group 1, Census Tract 2101, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:210100> block group:1",115556,451,1112,858,84,335,1448,36.0,2012,1324,0,945,934,239,,,360400,170312101001
"Block Group 1, Census Tract 2204, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:220400> block group:1",95924,415,907,664,16,239,1132,31.7,1717,1047,0,873,873,292,,,565500,170312204001
"Block Group 2, Census Tract 2408, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:240800> block group:2",51413,246,678,387,57,365,894,31.4,1114,870,35,618,568,114,,,493900,170312408002
"Block Group 1, Census Tract 2408, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:240800> block group:1",76250,113,317,240,17,205,476,34.1,1200,439,11,272,261,66,,,523800,170312408001
"Block Group 2, Census Tract 2508, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:250800> block group:2",46629,36,1156,0,1765,109,1874,35.2,1035,1731,108,887,779,207,,,172000,170312508002
"Block Group 1, Census Tract 2517, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:251700> block group:1",52857,91,806,43,933,206,1182,39.1,1221,1134,31,605,574,88,,,128100,170312517001
"Block Group 2, Census Tract 7708, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:770800> block group:2",64205,353,2380,1792,83,1095,3169,41.0,1313,2950,53,1783,1692,10,,,200300,170317708002
"Block Group 1, Census Tract 8008, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:800800> block group:1",98125,530,1632,1813,27,284,2281,48.9,2367,2226,8,1003,935,67,,,443000,170318008001
"Block Group 1, Census Tract 810, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:081000> block group:1",68606,133,346,313,0,0,346,35.3,1810,346,0,258,258,112,,,403000,170310810001
"Block Group 2, Census Tract 810, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:081000> block group:2",141003,779,1457,1060,34,101,1581,38.1,1840,1546,34,1385,1279,211,,,667500,170310810002
"Block Group 2, Census Tract 8214.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821401> block group:2",-666666666,19,476,13,713,0,736,37.5,-666666666,695,56,391,335,53,,,122100,170318214012
"Block Group 1, Census Tract 8214.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821401> block group:1",38958,108,571,0,594,113,777,41.4,838,729,61,372,311,47,,,136900,170318214011
"Block Group 3, Census Tract 8201.04, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:820104> block group:3",102344,154,546,785,0,43,828,37.4,-666666666,747,22,471,443,35,,,376100,170318201043
"Block Group 1, Census Tract 8201.04, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:820104> block group:1",36471,164,613,505,0,446,956,30.8,1061,834,0,511,433,71,,,28500,170318201041
"Block Group 4, Census Tract 8201.04, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:820104> block group:4",88854,335,986,887,131,193,1248,49.4,1179,1188,39,769,686,18,,,323700,170318201044
"Block Group 3, Census Tract 8202.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:820201> block group:3",189423,248,884,1138,0,0,1164,53.4,-666666666,1132,13,561,548,21,,,498600,170318202013
"Block Group 1, Census Tract 8212, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821200> block group:1",58995,34,955,48,1137,273,1458,28.9,912,1350,116,654,517,46,,,110600,170318212001
"Block Group 4, Census Tract 8212, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821200> block group:4",60116,70,900,97,1029,894,2020,20.9,847,1842,97,976,836,302,,,137800,170318212004
"Block Group 2, Census Tract 8212, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821200> block group:2",24792,16,684,95,245,648,1018,39.6,806,980,48,607,542,65,,,124600,170318212002
"Block Group 4, Census Tract 8216, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821600> block group:4",62868,181,809,422,374,159,973,37.4,1145,942,0,478,446,68,,,180500,170318216004
"Block Group 5, Census Tract 8216, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821600> block group:5",71184,54,448,197,275,192,664,45.3,1066,664,14,417,403,6,,,223100,170318216005
"Block Group 3, Census Tract 8216, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821600> block group:3",98063,93,418,285,240,0,588,49.4,-666666666,588,0,341,341,79,,,235300,170318216003
"Block Group 1, Census Tract 8217, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821700> block group:1",74034,44,517,336,177,93,606,53.7,-666666666,599,4,337,325,23,,,190000,170318217001
"Block Group 1, Census Tract 8168, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816800> block group:1",27219,99,734,449,189,209,881,62.9,1078,881,0,329,329,50,,,161800,170318168001
"Block Group 1, Census Tract 8169, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816900> block group:1",60962,54,784,43,705,344,1092,35.4,-666666666,967,36,623,587,22,,,159800,170318169001
"Block Group 2, Census Tract 8169, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816900> block group:2",71462,164,1065,101,1008,272,1456,34.5,1337,1384,80,741,661,141,,,155900,170318169002
"Block Group 4, Census Tract 8169, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816900> block group:4",70139,319,1352,53,1132,975,2233,30.9,-666666666,2026,80,1167,1072,19,,,159800,170318169004
"Block Group 3, Census Tract 8169, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816900> block group:3",57525,71,688,30,1129,83,1261,25.7,1233,1182,110,774,664,12,,,133200,170318169003
"Block Group 1, Census Tract 3511, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:351100> block group:1",10709,68,978,27,2092,20,2154,19.3,464,1817,312,719,380,206,,,-666666666,170313511001
"Block Group 1, Census Tract 3805, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:380500> block group:1",20541,27,424,0,856,0,856,24.9,739,788,85,411,301,116,,,-666666666,170313805001
"Block Group 1, Census Tract 3814, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:381400> block group:1",42960,129,894,5,1345,0,1415,39.1,1043,1363,73,780,654,194,,,162000,170313814001
"Block Group 1, Census Tract 3818, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:381800> block group:1",44148,146,479,51,656,0,716,32.8,1165,681,29,417,388,135,,,179400,170313818001
"Block Group 2, Census Tract 3818, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:381800> block group:2",21065,72,417,65,438,0,536,41.6,828,516,12,239,219,47,,,-666666666,170313818002
"Block Group 1, Census Tract 3905, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:390500> block group:1",46442,300,1139,345,889,147,1565,38.8,1185,1504,34,885,846,263,,,468800,170313905001
"Block Group 1, Census Tract 3907, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:390700> block group:1",83443,628,1542,546,1193,18,1920,60.4,1137,1799,68,832,764,298,,,136400,170313907001
"Block Group 2, Census Tract 3907, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:390700> block group:2",47772,167,1052,180,988,0,1253,53.2,1031,1229,90,817,708,180,,,-666666666,170313907002
"Block Group 1, Census Tract 4105, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:410500> block group:1",81652,158,751,605,337,11,1228,28.8,1390,1180,0,726,711,114,,,307900,170314105001
"Block Group 2, Census Tract 4112, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:411200> block group:2",105156,70,334,392,44,63,589,30.8,1522,565,19,310,291,48,,,481300,170314112002
"Block Group 3, Census Tract 4207, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:420700> block group:3",27938,19,574,24,886,51,961,31.8,1046,831,103,369,260,103,,,106400,170314207003
"Block Group 5, Census Tract 6504, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:650400> block group:5",53341,48,918,38,0,1425,1529,34.1,-666666666,1476,127,875,748,94,,,171200,170316504005
"Block Group 1, Census Tract 6605, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:660500> block group:1",45170,19,802,83,182,918,1183,37.8,730,1107,41,560,498,121,,,154300,170316605001
"Block Group 2, Census Tract 6605, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:660500> block group:2",31354,20,502,37,174,789,1000,25.1,827,852,70,450,380,53,,,213000,170316605002
"Block Group 5, Census Tract 6611, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:661100> block group:5",65855,38,1273,86,593,1340,2019,32.4,1606,1993,49,1043,928,142,,,167300,170316611005
"Block Group 1, Census Tract 6611, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:661100> block group:1",41250,0,864,32,560,705,1371,31.0,924,1198,84,840,622,74,,,138400,170316611001
"Block Group 4, Census Tract 6611, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:661100> block group:4",59821,56,615,52,202,882,1186,25.3,-666666666,1069,152,586,379,42,,,150800,170316611004
"Block Group 3, Census Tract 6611, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:661100> block group:3",49712,96,958,59,926,534,1561,29.7,1458,1461,193,826,633,145,,,158200,170316611003
"Block Group 1, Census Tract 6706, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:670600> block group:1",30250,0,439,4,438,144,586,42.4,648,535,56,216,160,52,,,93000,170316706001
"Block Group 1, Census Tract 6905, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:690500> block group:1",26154,28,498,0,632,0,632,41.5,818,624,77,263,186,84,,,111600,170316905001
"Block Group 2, Census Tract 817, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:081700> block group:2",114423,1046,2301,1788,67,131,2528,32.3,2361,2513,77,2280,2203,264,,,359300,170310817002
"Block Group 5, Census Tract 1001, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:100100> block group:5",53950,118,463,664,0,4,698,53.3,1301,678,50,340,281,30,,,302300,170311001005
"Block Group 1, Census Tract 1001, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:100100> block group:1",100817,319,812,1079,0,193,1272,37.2,1061,1213,121,678,557,34,,,439300,170311001001
"Block Group 4, Census Tract 1001, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:100100> block group:4",88047,159,477,493,0,203,696,44.2,1574,655,52,362,262,0,,,330200,170311001004
"Block Group 2, Census Tract 1005, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:100500> block group:2",68953,98,521,416,0,261,721,41.4,-666666666,645,0,361,329,50,,,278000,170311005002
