index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 3, Census Tract 8116, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811600> block group:3",42373,208,1158,1058,0,1059,2256,28.1,965,1951,65,1053,988,139,,,268500,170318116003
"Block Group 2, Census Tract 8118, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811800> block group:2",80199,86,1173,572,47,934,1560,45.5,2035,1532,19,615,596,57,,,185100,170318118002
"Block Group 4, Census Tract 8118, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811800> block group:4",61100,156,1049,501,0,1173,1695,28.8,1158,1580,39,852,813,28,,,193900,170318118004
"Block Group 3, Census Tract 8118, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811800> block group:3",70179,91,776,404,26,568,1026,46.9,-666666666,1010,14,566,545,12,,,187900,170318118003
"Block Group 1, Census Tract 8118, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811800> block group:1",99044,17,578,539,0,310,849,37.0,-666666666,821,22,569,541,7,,,174900,170318118001
"Block Group 4, Census Tract 8144, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814400> block group:4",84116,2,772,192,40,1252,1497,26.0,-666666666,1445,33,706,643,64,,,147800,170318144004
"Block Group 1, Census Tract 8144, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814400> block group:1",50662,16,287,72,0,440,512,39.4,-666666666,512,31,265,234,0,,,136600,170318144001
"Block Group 5, Census Tract 8144, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814400> block group:5",29479,60,1134,300,0,1407,1707,37.8,922,1662,45,757,712,0,,,163000,170318144005
"Block Group 6, Census Tract 8144, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814400> block group:6",47120,70,910,68,0,1383,1451,32.6,871,1420,0,754,754,23,,,214800,170318144006
"Block Group 3, Census Tract 8144, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814400> block group:3",61310,92,731,345,0,989,1334,27.4,-666666666,1231,66,552,471,73,,,145300,170318144003
"Block Group 1, Census Tract 6110, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:611000> block group:1",19975,51,487,45,524,243,823,35.0,805,788,59,276,208,8,,,154500,170316110001
"Block Group 1, Census Tract 8264.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:826401> block group:1",59531,89,1153,34,1979,14,2027,33.7,1510,1917,184,1076,892,101,,,111900,170318264011
"Block Group 1, Census Tract 8269.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:826901> block group:1",30292,53,1069,68,1233,516,1822,34.9,1070,1704,114,785,657,45,,,69500,170318269011
"Block Group 3, Census Tract 8270, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:827000> block group:3",36161,73,1123,20,1157,235,1454,38.4,946,1417,75,663,571,76,,,77400,170318270003
"Block Group 3, Census Tract 2205, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:220500> block group:3",87188,230,525,291,3,206,629,33.2,1722,591,0,434,434,208,,,351600,170312205003
"Block Group 2, Census Tract 2205, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:220500> block group:2",99211,373,671,486,52,214,783,32.0,1304,739,5,646,628,318,,,355200,170312205002
"Block Group 2, Census Tract 2227, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:222700> block group:2",68250,264,1100,575,156,898,1740,29.3,1143,1574,36,1046,955,272,,,314800,170312227002
"Block Group 5, Census Tract 2312, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:231200> block group:5",32589,18,829,0,1078,374,1452,26.4,1098,1342,163,708,545,72,,,158500,170312312005
"Block Group 4, Census Tract 2312, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:231200> block group:4",41250,118,1178,39,1082,661,1782,32.5,1035,1646,54,679,625,208,,,157900,170312312004
"Block Group 3, Census Tract 2312, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:231200> block group:3",37041,38,644,37,594,232,937,37.1,1175,893,38,445,407,66,,,157000,170312312003
"Block Group 1, Census Tract 2315, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:231500> block group:1",-666666666,0,457,0,528,75,603,40.2,846,603,0,346,230,140,,,-666666666,170312315001
"Block Group 4, Census Tract 2315, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:231500> block group:4",67863,89,1047,0,1239,53,1292,45.2,1270,1265,229,885,621,219,,,264200,170312315004
"Block Group 2, Census Tract 2315, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:231500> block group:2",-666666666,0,397,16,296,162,474,51.4,-666666666,474,157,238,81,24,,,155600,170312315002
"Block Group 6, Census Tract 2315, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:231500> block group:6",-666666666,37,1075,0,1592,388,1980,28.8,1271,1701,185,649,464,215,,,438200,170312315006
"Block Group 1, Census Tract 2405, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:240500> block group:1",150188,952,1955,1985,42,164,2425,32.9,2194,2166,25,1891,1855,771,,,435400,170312405001
"Block Group 1, Census Tract 8100, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810000> block group:1",71125,517,1266,1252,35,149,1667,33.7,1418,1487,15,1180,1137,371,,,245100,170318100001
"Block Group 6, Census Tract 8102, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810200> block group:6",62326,91,536,190,388,320,898,40.9,1115,873,31,520,489,193,,,377900,170318102006
"Block Group 5, Census Tract 8102, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810200> block group:5",80349,192,565,702,92,29,853,39.6,1819,816,14,353,339,28,,,357000,170318102005
"Block Group 4, Census Tract 8102, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810200> block group:4",68750,334,867,387,435,176,1103,32.9,1276,1040,0,660,647,88,,,166300,170318102004
"Block Group 1, Census Tract 8102, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810200> block group:1",42308,122,594,244,376,412,1078,26.2,1177,820,18,516,456,117,,,184100,170318102001
"Block Group 5, Census Tract 8110, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811000> block group:5",57568,161,744,702,11,186,984,50.7,950,984,18,518,500,22,,,305400,170318110005
"Block Group 4, Census Tract 8110, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811000> block group:4",51477,166,499,574,0,58,642,51.4,-666666666,624,30,310,261,15,,,322400,170318110004
"Block Group 1, Census Tract 8110, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811000> block group:1",92656,80,482,425,17,148,668,47.4,-666666666,651,0,382,372,85,,,283200,170318110001
"Block Group 1, Census Tract 8116, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811600> block group:1",55536,174,1121,896,0,331,1407,56.0,961,1300,33,757,703,74,,,190900,170318116001
"Block Group 2, Census Tract 711, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:071100> block group:2",148611,615,909,1138,39,107,1526,26.4,2195,1498,6,1277,1266,712,,,715300,170310711002
"Block Group 1, Census Tract 711, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:071100> block group:1",189250,567,1009,1321,17,207,1868,26.3,1809,1734,72,1010,912,490,,,1591200,170310711001
"Block Group 2, Census Tract 714, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:071400> block group:2",124643,556,1798,1579,208,87,2018,38.8,1628,1999,16,1191,1153,489,,,402500,170310714002
"Block Group 2, Census Tract 7505, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:750500> block group:2",75920,91,591,42,663,8,733,39.1,-666666666,728,18,271,235,39,,,278900,170317505002
"Block Group 2, Census Tract 8001, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:800100> block group:2",250001,291,872,1250,0,33,1362,47.8,-666666666,1280,5,567,562,108,,,1537200,170318001002
"Block Group 3, Census Tract 8013, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:801300> block group:3",250001,147,612,987,0,26,1108,40.2,-666666666,1062,1,481,471,112,,,1074500,170318013003
"Block Group 2, Census Tract 8013, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:801300> block group:2",162063,260,735,1000,0,0,1152,40.0,1226,1063,70,597,519,154,,,937500,170318013002
"Block Group 4, Census Tract 8013, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:801300> block group:4",100179,201,883,1065,22,36,1174,53.2,846,1151,19,469,450,185,,,771500,170318013004
"Block Group 1, Census Tract 8039.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803901> block group:1",56418,553,1627,1681,13,74,1900,56.2,1105,1848,58,1018,960,52,,,134700,170318039011
"Block Group 3, Census Tract 8041.06, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804106> block group:3",147560,375,979,785,0,73,1478,45.8,1991,1436,15,821,806,89,,,531800,170318041063
"Block Group 1, Census Tract 8041.06, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804106> block group:1",129875,461,1381,1005,0,87,2122,41.0,1788,2008,31,1141,1060,97,,,408100,170318041061
"Block Group 1, Census Tract 501, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:050100> block group:1",94355,321,655,574,60,86,793,35.4,1390,784,0,581,581,281,,,325000,170310501001
"Block Group 1, Census Tract 621, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:062100> block group:1",175625,391,802,1022,0,87,1228,27.8,2292,1111,42,937,883,452,,,511000,170310621001
"Block Group 3, Census Tract 6201, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:620100> block group:3",65350,92,649,65,0,977,1042,33.1,1258,902,30,504,405,111,,,221900,170316201003
"Block Group 2, Census Tract 6201, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:620100> block group:2",53969,117,1186,229,0,1506,1888,35.9,755,1721,128,864,732,131,,,198200,170316201002
"Block Group 3, Census Tract 6308, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:630800> block group:3",75350,118,1061,118,0,1832,1950,27.3,1590,1806,160,920,724,180,,,142000,170316308003
"Block Group 1, Census Tract 6308, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:630800> block group:1",51508,69,952,142,20,1431,1610,30.4,830,1539,129,781,652,107,,,167500,170316308001
"Block Group 2, Census Tract 6308, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:630800> block group:2",68450,35,937,47,0,1771,1818,25.4,1101,1673,73,981,752,252,,,146700,170316308002
"Block Group 3, Census Tract 6407, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:640700> block group:3",67188,74,422,347,0,205,552,38.0,-666666666,507,11,299,276,84,,,151400,170316407003
"Block Group 1, Census Tract 8139, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:813900> block group:1",42990,136,1173,59,74,1891,2024,28.5,1002,1972,10,959,949,81,,,175500,170318139001
"Block Group 3, Census Tract 8139, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:813900> block group:3",44500,44,589,114,48,806,968,37.8,875,907,10,433,423,97,,,116200,170318139003
"Block Group 1, Census Tract 8146, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814600> block group:1",42813,68,760,346,32,896,1274,32.5,891,1175,3,729,726,141,,,168000,170318146001
"Block Group 2, Census Tract 8146, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814600> block group:2",92813,55,691,279,0,863,1193,30.8,-666666666,1059,28,607,515,32,,,175600,170318146002
"Block Group 5, Census Tract 8152, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815200> block group:5",54234,190,916,206,35,1255,1597,30.5,887,1464,62,943,864,28,,,240600,170318152005
"Block Group 1, Census Tract 8152, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815200> block group:1",58350,110,1009,297,9,1473,1827,31.4,1033,1638,39,965,926,97,,,179400,170318152001
"Block Group 1, Census Tract 8164.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816401> block group:1",44202,88,833,255,34,988,1277,35.7,1140,1184,16,699,626,0,,,265900,170318164011
"Block Group 3, Census Tract 8164.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816401> block group:3",59611,72,970,80,158,1489,1727,28.0,1157,1638,9,856,841,14,,,247800,170318164013
"Block Group 2, Census Tract 8164.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816401> block group:2",46765,12,499,69,1,641,711,32.0,1092,690,9,384,375,0,,,303400,170318164012
"Block Group 2, Census Tract 8168, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816800> block group:2",71619,169,1725,570,623,1168,2478,34.7,844,2168,150,1442,1292,10,,,181300,170318168002
"Block Group 4, Census Tract 8168, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816800> block group:4",47917,69,613,349,349,80,788,53.6,-666666666,788,27,329,302,0,,,171700,170318168004
"Block Group 3, Census Tract 8055.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805501> block group:3",113348,279,893,884,102,26,1092,49.1,1463,1054,14,608,579,44,,,425500,170318055013
"Block Group 2, Census Tract 8055.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805501> block group:2",123750,412,1177,1182,8,257,1716,42.6,1140,1616,41,896,833,72,,,371400,170318055012
"Block Group 4, Census Tract 8058.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805802> block group:4",79609,298,581,664,0,60,752,39.0,1415,719,7,461,443,102,,,416700,170318058024
"Block Group 5, Census Tract 8058.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805802> block group:5",110489,238,789,944,0,88,1120,43.1,1787,1037,14,597,583,134,,,382800,170318058025
"Block Group 2, Census Tract 8058.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805802> block group:2",99167,257,532,760,0,17,817,41.7,2192,783,18,468,450,16,,,388700,170318058022
"Block Group 1, Census Tract 8058.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805802> block group:1",109236,162,573,733,4,33,809,44.2,2068,729,19,455,419,80,,,336900,170318058021
"Block Group 3, Census Tract 8058.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805802> block group:3",122045,350,879,1197,10,40,1301,43.6,973,1230,20,519,499,132,,,408900,170318058023
"Block Group 5, Census Tract 8059.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805902> block group:5",177750,241,587,696,0,0,782,50.8,-666666666,732,0,373,373,19,,,466500,170318059025
"Block Group 4, Census Tract 8059.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805902> block group:4",83750,190,729,769,59,26,884,53.6,-666666666,843,16,272,256,32,,,358700,170318059024
"Block Group 2, Census Tract 8059.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805902> block group:2",97109,486,1148,1172,9,78,1608,41.1,1091,1565,13,791,735,12,,,393300,170318059022
"Block Group 3, Census Tract 8059.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805902> block group:3",172097,251,751,698,0,188,1107,46.9,-666666666,1015,91,565,474,33,,,691900,170318059023
"Block Group 1, Census Tract 8059.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805902> block group:1",-666666666,126,534,461,0,50,625,52.8,1163,573,16,322,306,11,,,306800,170318059021
"Block Group 6, Census Tract 8059.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:805902> block group:6",120625,290,780,907,0,0,1133,38.0,1239,1035,35,631,596,121,,,458100,170318059026
"Block Group 1, Census Tract 8061.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:806102> block group:1",64833,343,1509,1271,61,299,1872,49.3,1277,1792,102,1082,980,94,,,195300,170318061021
"Block Group 3, Census Tract 8061.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:806102> block group:3",100694,267,660,521,7,346,999,40.3,1569,946,38,504,455,57,,,308200,170318061023
"Block Group 3, Census Tract 8069, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:806900> block group:3",97459,538,1184,575,17,265,1453,49.4,2191,1360,9,773,702,9,,,350900,170318069003
"Block Group 2, Census Tract 8069, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:806900> block group:2",50583,525,1742,1153,326,34,2087,59.2,629,2067,35,945,910,143,,,228500,170318069002
"Block Group 3, Census Tract 8084, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:808400> block group:3",77381,379,1347,1110,94,108,1900,46.2,1125,1799,38,857,819,57,,,340500,170318084003
"Block Group 2, Census Tract 8084, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:808400> block group:2",77778,127,588,484,0,47,698,54.8,2046,672,21,317,296,100,,,306000,170318084002
"Block Group 2, Census Tract 304, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:030400> block group:2",76222,333,833,554,0,253,962,37.5,1165,924,22,783,742,111,,,464500,170310304002
"Block Group 2, Census Tract 309, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:030900> block group:2",68977,376,963,769,156,52,1160,39.5,1656,1131,75,793,718,213,,,431500,170310309002
"Block Group 3, Census Tract 309, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:030900> block group:3",158409,281,772,576,28,249,1013,35.9,1216,947,0,608,590,248,,,391300,170310309003
"Block Group 2, Census Tract 319, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:031900> block group:2",69167,368,1022,870,38,219,1294,35.7,1227,1228,56,987,923,366,,,362900,170310319002
"Block Group 2, Census Tract 502, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:050200> block group:2",108422,718,1552,1805,37,194,2254,36.9,1544,2047,66,1326,1243,403,,,630900,170310502002
"Block Group 1, Census Tract 401, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:040100> block group:1",96094,395,1203,815,213,219,1367,39.9,1249,1338,0,914,895,208,,,396800,170310401001
"Block Group 3, Census Tract 401, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:040100> block group:3",113500,190,693,732,10,315,1094,32.0,1198,885,23,540,517,104,,,444600,170310401003
"Block Group 1, Census Tract 503, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:050300> block group:1",55294,148,721,651,0,256,976,37.7,1184,911,14,560,538,156,,,484800,170310503001
"Block Group 3, Census Tract 503, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:050300> block group:3",94722,362,664,604,0,73,796,45.4,1392,752,19,556,531,95,,,621000,170310503003
"Block Group 2, Census Tract 512, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:051200> block group:2",158750,311,649,586,84,56,790,32.3,1768,702,0,556,556,241,,,786300,170310512002
"Block Group 2, Census Tract 602, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:060200> block group:2",85515,259,749,597,24,290,990,31.0,1681,963,35,742,707,411,,,595100,170310602002
"Block Group 1, Census Tract 610, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:061000> block group:1",110739,830,1536,1750,33,267,2202,30.1,1868,2119,55,1847,1792,930,,,495200,170310610001
"Block Group 1, Census Tract 624, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:062400> block group:1",133897,582,1238,1346,75,81,1571,33.3,1814,1400,23,1058,1016,505,,,603800,170310624001
"Block Group 1, Census Tract 702, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:070200> block group:1",109219,637,1525,1565,77,169,1956,31.3,1444,1854,60,1384,1324,752,,,561300,170310702001
"Block Group 2, Census Tract 703, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:070300> block group:2",109671,490,948,1077,0,85,1334,28.8,1801,1302,67,1091,1013,524,,,695200,170310703002
"Block Group 1, Census Tract 8086, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:808600> block group:1",223750,262,732,1064,2,42,1148,40.0,-666666666,1009,0,480,480,122,,,963200,170318086001
"Block Group 1, Census Tract 2210, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:221000> block group:1",57857,332,937,615,108,542,1283,32.5,1280,1241,49,856,783,215,,,298500,170312210001
"Block Group 1, Census Tract 2302, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:230200> block group:1",57250,188,1385,401,389,1378,2258,33.1,1147,2064,116,1189,1032,172,,,276400,170312302001
"Block Group 1, Census Tract 2305, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:230500> block group:1",33319,141,1319,112,39,1867,2026,39.4,837,1917,51,839,788,112,,,171000,170312305001
"Block Group 1, Census Tract 2412, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:241200> block group:1",130625,253,649,567,57,94,831,34.1,1957,802,14,601,581,285,,,515000,170312412001
"Block Group 2, Census Tract 8130, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:813000> block group:2",92692,308,640,577,191,89,881,40.0,1183,853,28,538,498,95,,,367900,170318130002
"Block Group 4, Census Tract 8142, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814200> block group:4",64042,127,1128,91,13,1507,1611,30.9,987,1459,64,890,826,110,,,165500,170318142004
"Block Group 3, Census Tract 8142, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814200> block group:3",38264,97,777,120,79,1023,1222,33.4,796,1170,54,625,571,19,,,157400,170318142003
"Block Group 6, Census Tract 8142, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814200> block group:6",43310,17,401,97,10,614,743,26.7,972,731,36,438,402,53,,,177500,170318142006
"Block Group 2, Census Tract 8142, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814200> block group:2",62670,63,570,56,0,863,948,35.0,935,879,27,525,477,37,,,162500,170318142002
"Block Group 5, Census Tract 8142, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814200> block group:5",41156,51,561,24,0,1007,1039,27.2,943,993,50,473,418,32,,,204200,170318142005
"Block Group 1, Census Tract 8142, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814200> block group:1",51078,13,826,100,114,1255,1469,29.6,1058,1226,49,757,697,95,,,151400,170318142001
"Block Group 1, Census Tract 8117.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811701> block group:1",77072,148,1252,684,51,1152,1960,42.6,900,1939,43,1187,1119,87,,,189600,170318117011
"Block Group 2, Census Tract 8117.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811701> block group:2",50000,129,1027,173,13,1724,1910,27.4,777,1688,0,963,963,75,,,-666666666,170318117012
"Block Group 1, Census Tract 8162, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816200> block group:1",45662,190,1447,434,604,741,1909,42.9,923,1779,121,862,732,89,,,201100,170318162001
"Block Group 2, Census Tract 8162, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816200> block group:2",93125,93,545,420,0,232,689,53.0,-666666666,679,0,424,424,0,,,291800,170318162002
"Block Group 3, Census Tract 8162, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:816200> block group:3",81000,153,1024,535,0,1047,1621,33.6,1219,1407,26,843,797,31,,,264300,170318162003
"Block Group 1, Census Tract 2428, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:242800> block group:1",89688,360,1194,1155,10,414,1621,34.9,1520,1533,44,1020,970,290,,,455600,170312428001
"Block Group 1, Census Tract 2432, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:243200> block group:1",123942,456,842,667,19,265,1036,31.5,1819,974,30,831,801,218,,,623200,170312432001
"Block Group 4, Census Tract 1201, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:120100> block group:4",171719,212,733,837,0,178,1046,42.5,-666666666,1000,10,521,511,47,,,448500,170311201004
"Block Group 1, Census Tract 8270, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:827000> block group:1",28372,104,946,21,1605,58,1700,30.8,990,1543,37,692,636,138,,,100500,170318270001
"Block Group 2, Census Tract 8283, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:828300> block group:2",54196,153,891,453,577,24,1113,46.9,966,1086,62,639,569,54,,,93600,170318283002
"Block Group 1, Census Tract 8283, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:828300> block group:1",69010,228,1556,1373,355,341,2090,45.4,944,2044,54,1153,1076,46,,,109000,170318283001
"Block Group 4, Census Tract 7403, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:740300> block group:4",123156,145,639,673,11,151,844,42.5,-666666666,733,0,428,418,0,,,266400,170317403004
"Block Group 2, Census Tract 7403, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:740300> block group:2",126207,128,602,767,1,0,796,42.3,-666666666,748,29,438,401,0,,,246800,170317403002
"Block Group 5, Census Tract 8179, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:817900> block group:5",68068,186,1230,24,1338,455,1863,38.1,-666666666,1814,49,1066,1017,207,,,179700,170318179005
"Block Group 3, Census Tract 8179, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:817900> block group:3",39508,70,982,216,824,31,1152,54.7,1146,1095,219,618,399,30,,,97400,170318179003
"Block Group 2, Census Tract 8179, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:817900> block group:2",34964,174,1080,292,999,13,1325,49.8,-666666666,1325,44,687,643,48,,,133300,170318179002
"Block Group 1, Census Tract 5804, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:580400> block group:1",91154,137,884,257,8,836,1362,34.6,836,1312,19,832,775,19,,,226800,170315804001
"Block Group 2, Census Tract 5804, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:580400> block group:2",27043,36,490,17,0,605,718,46.3,851,710,17,248,231,38,,,241000,170315804002
"Block Group 2, Census Tract 5907, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:590700> block group:2",34674,105,885,127,0,1295,1590,26.7,850,1383,62,892,830,165,,,228300,170315907002
"Block Group 1, Census Tract 5907, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:590700> block group:1",53716,211,1126,186,58,953,1686,35.4,1053,1614,61,934,827,213,,,251500,170315907001
"Block Group 1, Census Tract 6104, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:610400> block group:1",40758,103,1145,60,36,1855,1951,30.6,797,1835,180,1066,886,225,,,133200,170316104001
"Block Group 1, Census Tract 6108, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:610800> block group:1",53125,90,1025,1018,0,410,1611,38.3,986,1474,114,865,751,78,,,193000,170316108001
"Block Group 1, Census Tract 6120, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:612000> block group:1",24375,12,295,0,305,68,373,51.5,677,373,32,169,124,37,,,114800,170316120001
"Block Group 1, Census Tract 6121, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:612100> block group:1",26815,33,603,0,873,149,1022,30.8,904,950,106,436,325,116,,,118100,170316121001
"Block Group 2, Census Tract 6405, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:640500> block group:2",92083,238,1220,811,12,1123,1958,34.0,917,1827,39,1021,959,86,,,222200,170316405002
"Block Group 4, Census Tract 8009, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:800900> block group:4",111797,245,855,692,9,126,1150,43.2,1364,1118,13,566,553,38,,,359400,170318009004
"Block Group 5, Census Tract 7403, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:740300> block group:5",116711,176,561,862,88,13,963,36.6,1054,935,8,490,482,29,,,277800,170317403005
"Block Group 1, Census Tract 7403, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:740300> block group:1",108438,168,877,1128,0,144,1313,34.6,-666666666,1192,21,697,666,55,,,233300,170317403001
"Block Group 3, Census Tract 5306, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:530600> block group:3",46875,50,349,12,486,0,498,46.2,741,485,15,270,235,38,,,95000,170315306003
"Block Group 2, Census Tract 5306, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:530600> block group:2",32623,91,730,0,919,10,1016,42.5,1115,975,44,444,400,29,,,135100,170315306002
