index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 4; Census Tract 6914; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:691400> block group:4",-666666666,0,480,0,735,20,755,34.8,1149,725,12,270,258,148,,,128300,170316914004
"Block Group 5; Census Tract 6914; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:691400> block group:5",59205,52,268,0,264,0,315,51.7,-666666666,315,31,160,129,16,,,179100,170316914005
"Block Group 1; Census Tract 6915; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:691500> block group:1",12178,49,276,15,409,0,425,31.8,863,397,64,156,92,44,,,84400,170316915001
"Block Group 2; Census Tract 6915; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:691500> block group:2",22975,110,563,77,918,0,995,27.3,884,872,110,426,316,0,,,210200,170316915002
"Block Group 3; Census Tract 6915; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:691500> block group:3",29000,21,279,0,433,42,475,40.4,1407,470,140,238,98,4,,,98900,170316915003
"Block Group 1; Census Tract 7001; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700100> block group:1",79388,55,1411,34,1495,823,2360,29.7,-666666666,2203,92,1333,1218,181,,,199900,170317001001
"Block Group 2; Census Tract 7001; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700100> block group:2",-666666666,63,884,11,795,572,1514,32.3,1696,1427,14,607,559,65,,,198000,170317001002
"Block Group 1; Census Tract 7002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700200> block group:1",60417,47,827,98,169,1059,1326,39.4,-666666666,1326,92,659,498,0,,,178100,170317002001
"Block Group 2; Census Tract 7002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700200> block group:2",50781,104,731,94,422,909,1540,22.0,-666666666,1345,49,600,551,35,,,235400,170317002002
"Block Group 3; Census Tract 7002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700200> block group:3",80341,98,890,142,287,1019,1448,36.8,-666666666,1381,51,651,577,56,,,215800,170317002003
"Block Group 4; Census Tract 7002; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700200> block group:4",113529,246,1972,124,137,2288,2574,39.2,-666666666,2510,130,1461,1331,114,,,227400,170317002004
"Block Group 1; Census Tract 7003.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700301> block group:1",71354,98,1369,566,194,1290,2074,34.3,1641,1993,69,1052,983,83,,,243100,170317003011
"Block Group 2; Census Tract 7003.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700301> block group:2",96705,160,1192,211,17,1656,1943,37.1,-666666666,1930,34,950,868,96,,,226900,170317003012
"Block Group 3; Census Tract 7003.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700301> block group:3",69397,184,1249,370,86,1651,2107,31.1,1573,1904,121,904,767,66,,,212400,170317003013
"Block Group 1; Census Tract 7003.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700302> block group:1",70833,64,812,320,150,797,1267,28.3,1140,1147,86,525,439,67,,,276100,170317003021
"Block Group 2; Census Tract 7003.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700302> block group:2",91425,62,607,124,150,662,936,34.8,-666666666,864,30,352,322,0,,,229700,170317003022
"Block Group 3; Census Tract 7003.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700302> block group:3",79732,50,990,311,41,1305,1657,34.9,-666666666,1586,27,704,677,131,,,193100,170317003023
"Block Group 4; Census Tract 7003.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700302> block group:4",82891,193,1462,540,416,1139,2143,36.0,1384,2038,93,968,859,39,,,271900,170317003024
"Block Group 1; Census Tract 7004.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700401> block group:1",59688,117,1550,14,1255,1006,2283,34.6,1223,2151,100,1285,1063,68,,,264800,170317004011
"Block Group 2; Census Tract 7004.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700401> block group:2",81852,75,1105,69,639,1137,1845,34.8,1264,1828,212,1103,852,106,,,212200,170317004012
"Block Group 3; Census Tract 7004.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700401> block group:3",98355,168,1082,173,499,486,1322,39.7,-666666666,1322,44,810,722,112,,,228900,170317004013
"Block Group 4; Census Tract 7004.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700401> block group:4",110000,64,403,0,768,0,768,27.7,-666666666,746,50,456,375,98,,,195700,170317004014
"Block Group 1; Census Tract 7004.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700402> block group:1",77067,4,497,79,199,617,895,34.2,-666666666,895,71,315,244,20,,,223100,170317004021
"Block Group 2; Census Tract 7004.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700402> block group:2",71681,78,785,88,698,363,1214,34.8,-666666666,1199,21,570,514,117,,,193500,170317004022
"Block Group 3; Census Tract 7004.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700402> block group:3",106927,176,874,51,1146,107,1308,45.5,-666666666,1222,28,788,760,202,,,273900,170317004023
"Block Group 1; Census Tract 7005.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700501> block group:1",68061,308,943,0,1201,0,1257,47.0,977,1083,55,905,837,100,,,172500,170317005011
"Block Group 2; Census Tract 7005.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700501> block group:2",135037,128,667,148,916,28,1092,43.4,-666666666,1092,0,294,294,4,,,213300,170317005012
"Block Group 3; Census Tract 7005.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700501> block group:3",-666666666,102,718,9,561,472,1060,47.7,848,1060,100,620,520,83,,,213600,170317005013
"Block Group 4; Census Tract 7005.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700501> block group:4",-666666666,156,1257,34,1049,0,1393,54.6,-666666666,1393,11,807,593,93,,,222000,170317005014
"Block Group 5; Census Tract 7005.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700501> block group:5",34032,72,476,0,689,61,750,28.5,-666666666,750,351,633,282,29,,,259200,170317005015
"Block Group 6; Census Tract 7005.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700501> block group:6",-666666666,136,904,0,956,21,1013,60.2,-666666666,1013,85,549,411,64,,,229900,170317005016
"Block Group 1; Census Tract 7005.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700502> block group:1",95599,98,1206,68,1392,27,1502,53.2,-666666666,1390,102,557,441,68,,,266300,170317005021
"Block Group 2; Census Tract 7005.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:700502> block group:2",77273,284,1415,94,1639,380,2154,39.8,1615,2051,49,1118,1032,18,,,213500,170317005022
"Block Group 1; Census Tract 7101; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710100> block group:1",23500,81,676,0,931,87,1026,33.3,753,941,138,461,323,41,,,138700,170317101001
"Block Group 1; Census Tract 7102; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710200> block group:1",18384,22,384,18,703,0,721,30.0,748,619,37,279,242,118,,,-666666666,170317102001
"Block Group 2; Census Tract 7102; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710200> block group:2",-666666666,19,507,0,689,0,707,42.3,1409,688,21,276,255,62,,,203600,170317102002
"Block Group 3; Census Tract 7102; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710200> block group:3",39758,18,495,0,606,0,606,52.6,1101,606,68,354,286,21,,,147600,170317102003
"Block Group 4; Census Tract 7102; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710200> block group:4",-666666666,52,638,77,915,0,992,35.1,-666666666,841,71,307,236,96,,,154200,170317102004
"Block Group 5; Census Tract 7102; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710200> block group:5",15475,56,797,0,1030,0,1030,64.6,290,1007,43,326,255,50,,,126700,170317102005
"Block Group 1; Census Tract 7103; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710300> block group:1",54444,60,1012,0,1300,32,1382,42.1,980,1267,46,745,666,132,,,132000,170317103001
"Block Group 1; Census Tract 7104; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710400> block group:1",15843,0,118,0,118,0,118,72.7,-666666666,118,0,0,0,0,,,-666666666,170317104001
"Block Group 2; Census Tract 7104; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710400> block group:2",11218,95,598,0,611,0,611,49.8,999,611,152,365,213,10,,,-666666666,170317104002
"Block Group 3; Census Tract 7104; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710400> block group:3",-666666666,42,1103,28,1661,0,1706,28.6,1329,1336,195,638,443,97,,,109100,170317104003
"Block Group 4; Census Tract 7104; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710400> block group:4",29577,34,280,51,326,0,391,40.9,-666666666,365,31,210,179,0,,,117100,170317104004
"Block Group 5; Census Tract 7104; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710400> block group:5",71458,135,993,0,1545,183,1784,27.5,1838,1614,82,769,687,70,,,183500,170317104005
"Block Group 6; Census Tract 7104; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710400> block group:6",77372,235,705,0,1000,0,1058,43.3,-666666666,954,18,469,451,85,,,183000,170317104006
"Block Group 1; Census Tract 7105; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710500> block group:1",31000,58,630,0,1092,40,1162,30.0,1225,1050,73,511,438,101,,,216000,170317105001
"Block Group 2; Census Tract 7105; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710500> block group:2",-666666666,28,426,0,589,0,617,41.1,1063,567,0,255,255,0,,,181300,170317105002
"Block Group 3; Census Tract 7105; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710500> block group:3",30909,1,340,7,501,31,548,32.6,-666666666,536,78,316,238,23,,,163100,170317105003
"Block Group 4; Census Tract 7105; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710500> block group:4",44608,234,1061,0,1464,133,1760,30.4,904,1675,132,791,471,69,,,167300,170317105004
"Block Group 1; Census Tract 7106; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710600> block group:1",50238,52,624,0,724,0,739,52.5,1151,729,84,418,304,179,,,159400,170317106001
"Block Group 2; Census Tract 7106; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710600> block group:2",34657,135,734,106,793,54,981,50.2,959,922,49,414,365,191,,,227000,170317106002
"Block Group 1; Census Tract 7107; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710700> block group:1",18520,15,362,2,472,1,490,49.1,-666666666,452,35,173,138,44,,,226900,170317107001
"Block Group 2; Census Tract 7107; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710700> block group:2",-666666666,158,654,0,921,0,921,35.1,1370,921,222,494,177,55,,,190000,170317107002
"Block Group 3; Census Tract 7107; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710700> block group:3",-666666666,0,591,16,575,0,624,63.0,1285,624,47,221,174,14,,,133600,170317107003
"Block Group 4; Census Tract 7107; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710700> block group:4",52054,81,813,0,1376,0,1377,30.6,-666666666,1199,125,591,466,96,,,185700,170317107004
"Block Group 1; Census Tract 7108; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710800> block group:1",55281,37,496,0,690,0,727,42.6,-666666666,727,96,377,232,0,,,-666666666,170317108001
"Block Group 2; Census Tract 7108; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710800> block group:2",-666666666,28,398,0,692,0,692,30.5,1720,692,37,220,183,44,,,-666666666,170317108002
"Block Group 3; Census Tract 7108; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710800> block group:3",-666666666,81,380,0,518,0,518,39.8,738,518,109,301,192,0,,,165000,170317108003
"Block Group 4; Census Tract 7108; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710800> block group:4",-666666666,0,366,0,799,0,799,14.9,-666666666,585,24,265,241,28,,,-666666666,170317108004
"Block Group 5; Census Tract 7108; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710800> block group:5",23794,0,550,0,767,4,771,51.2,735,771,114,264,150,54,,,-666666666,170317108005
"Block Group 6; Census Tract 7108; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710800> block group:6",35267,2,732,19,997,0,1029,46.3,1055,945,163,374,211,121,,,-666666666,170317108006
"Block Group 1; Census Tract 7109; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710900> block group:1",39519,42,491,0,658,0,658,36.9,863,632,66,349,265,121,,,131700,170317109001
"Block Group 2; Census Tract 7109; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:710900> block group:2",53625,123,758,0,1321,137,1493,25.3,857,1213,84,614,530,111,,,230400,170317109002
"Block Group 1; Census Tract 7110; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711000> block group:1",-666666666,21,482,0,803,0,803,35.0,767,645,60,427,367,60,,,167600,170317110001
"Block Group 2; Census Tract 7110; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711000> block group:2",60844,113,1461,94,2220,91,2405,34.5,1139,2304,251,974,669,176,,,194100,170317110002
"Block Group 3; Census Tract 7110; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711000> block group:3",39250,0,342,0,502,0,571,31.6,850,485,26,171,127,0,,,186300,170317110003
"Block Group 1; Census Tract 7111; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711100> block group:1",-666666666,71,517,0,665,0,665,49.2,-666666666,665,105,368,263,126,,,157300,170317111001
"Block Group 2; Census Tract 7111; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711100> block group:2",48629,123,776,0,929,0,929,50.2,866,929,56,382,326,48,,,195500,170317111002
"Block Group 3; Census Tract 7111; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711100> block group:3",-666666666,61,602,0,1125,81,1214,23.8,838,1077,278,701,423,2,,,205900,170317111003
"Block Group 1; Census Tract 7112; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711200> block group:1",54557,41,803,14,1175,0,1316,42.2,1091,1224,119,492,356,18,,,173100,170317112001
"Block Group 2; Census Tract 7112; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711200> block group:2",26620,95,572,8,680,18,722,49.7,852,694,47,221,174,39,,,205100,170317112002
"Block Group 3; Census Tract 7112; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711200> block group:3",123229,73,790,0,837,476,1333,29.8,-666666666,1310,98,747,587,231,,,196200,170317112003
"Block Group 4; Census Tract 7112; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711200> block group:4",77730,152,1161,12,1378,44,1498,54.0,-666666666,1465,101,1011,899,154,,,176200,170317112004
"Block Group 1; Census Tract 7113; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711300> block group:1",58654,51,412,11,426,0,437,56.1,1031,437,38,229,191,30,,,180500,170317113001
"Block Group 2; Census Tract 7113; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711300> block group:2",71116,39,812,19,1066,0,1181,48.3,1116,1114,106,491,363,30,,,216700,170317113002
"Block Group 1; Census Tract 7114; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711400> block group:1",62283,96,589,0,749,13,794,40.8,1455,714,60,371,268,40,,,172300,170317114001
"Block Group 2; Census Tract 7114; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711400> block group:2",-666666666,70,758,9,1033,105,1173,32.4,868,1023,66,587,521,152,,,183600,170317114002
"Block Group 3; Census Tract 7114; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711400> block group:3",54643,39,495,0,761,0,761,33.6,1102,695,40,323,273,52,,,186200,170317114003
"Block Group 1; Census Tract 7115; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711500> block group:1",58378,63,1087,0,1303,13,1316,41.8,1547,1305,80,533,431,127,,,160900,170317115001
"Block Group 2; Census Tract 7115; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:711500> block group:2",55391,100,858,0,1218,26,1312,40.3,940,1259,13,551,538,70,,,148700,170317115002
"Block Group 1; Census Tract 7201; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720100> block group:1",183594,158,535,526,195,13,734,35.5,-666666666,651,22,442,420,43,,,420200,170317201001
"Block Group 2; Census Tract 7201; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720100> block group:2",151875,317,1136,982,546,375,1982,35.2,-666666666,1722,200,903,694,193,,,419000,170317201002
"Block Group 3; Census Tract 7201; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720100> block group:3",101806,127,517,256,303,34,654,59.3,-666666666,607,47,272,212,25,,,387200,170317201003
"Block Group 1; Census Tract 7202; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720200> block group:1",107750,85,453,157,411,0,625,40.4,938,613,9,359,336,16,,,346700,170317202001
"Block Group 2; Census Tract 7202; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720200> block group:2",82955,114,479,20,533,20,578,55.0,-666666666,550,10,296,286,75,,,266500,170317202002
"Block Group 3; Census Tract 7202; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720200> block group:3",127700,456,1926,1570,1012,271,2894,48.9,883,2719,108,1307,1199,372,,,364200,170317202003
"Block Group 1; Census Tract 7203; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720300> block group:1",116731,227,812,606,274,31,924,52.6,-666666666,906,59,592,489,87,,,390900,170317203001
"Block Group 2; Census Tract 7203; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720300> block group:2",134821,202,554,306,195,108,609,61.4,-666666666,609,27,458,431,19,,,347000,170317203002
"Block Group 3; Census Tract 7203; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720300> block group:3",188269,504,1073,1127,115,52,1343,41.7,966,1264,43,736,683,158,,,455000,170317203003
"Block Group 4; Census Tract 7203; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720300> block group:4",135446,115,471,213,448,9,738,37.7,-666666666,646,7,316,309,91,,,344700,170317203004
"Block Group 1; Census Tract 7204; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720400> block group:1",158859,211,568,663,65,24,776,42.7,1864,724,9,465,456,11,,,331500,170317204001
"Block Group 2; Census Tract 7204; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720400> block group:2",94107,147,719,787,90,207,1096,40.4,-666666666,1043,34,546,512,46,,,291000,170317204002
"Block Group 1; Census Tract 7205; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720500> block group:1",133250,223,471,545,0,132,685,40.8,-666666666,631,7,349,342,63,,,375000,170317205001
"Block Group 2; Census Tract 7205; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720500> block group:2",101442,271,841,1056,35,50,1148,46.8,1144,1126,22,680,649,75,,,334900,170317205002
"Block Group 1; Census Tract 7206; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720600> block group:1",126339,237,503,628,269,13,910,33.9,-666666666,787,12,368,346,27,,,554300,170317206001
"Block Group 2; Census Tract 7206; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720600> block group:2",150938,301,666,808,126,0,950,45.4,-666666666,891,38,510,472,68,,,430600,170317206002
"Block Group 1; Census Tract 7207; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720700> block group:1",65655,137,987,348,868,13,1421,37.7,1087,1406,79,775,676,76,,,-666666666,170317207001
"Block Group 2; Census Tract 7207; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720700> block group:2",118824,131,605,238,603,40,881,43.8,-666666666,865,39,426,387,0,,,283900,170317207002
"Block Group 3; Census Tract 7207; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:720700> block group:3",250001,167,611,155,399,0,833,51.9,-666666666,833,8,697,689,182,,,281800,170317207003
"Block Group 1; Census Tract 7301; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730100> block group:1",52292,145,734,7,1028,0,1115,38.3,-666666666,1057,56,563,507,98,,,153200,170317301001
"Block Group 2; Census Tract 7301; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730100> block group:2",95429,161,596,49,892,0,941,47.0,-666666666,913,28,350,320,8,,,157100,170317301002
"Block Group 3; Census Tract 7301; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730100> block group:3",47500,6,451,0,613,0,613,51.7,-666666666,561,0,219,191,35,,,184800,170317301003
"Block Group 1; Census Tract 7302.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730201> block group:1",58338,106,1125,0,1270,1,1348,51.7,-666666666,1328,172,731,559,126,,,241000,170317302011
"Block Group 2; Census Tract 7302.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730201> block group:2",48773,151,891,75,1126,69,1270,45.8,1066,1270,73,694,621,253,,,183900,170317302012
"Block Group 3; Census Tract 7302.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730201> block group:3",-666666666,24,583,20,636,0,656,34.5,976,656,95,397,302,139,,,-666666666,170317302013
"Block Group 4; Census Tract 7302.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730201> block group:4",84355,85,668,0,734,0,817,38.4,1102,817,13,512,474,121,,,143400,170317302014
"Block Group 5; Census Tract 7302.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730201> block group:5",130082,96,851,10,1470,88,1580,25.8,-666666666,1467,12,728,716,276,,,123500,170317302015
"Block Group 1; Census Tract 7302.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730202> block group:1",59457,144,607,0,898,14,912,42.1,1611,872,79,470,370,49,,,166400,170317302021
"Block Group 2; Census Tract 7302.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730202> block group:2",94559,164,901,0,1376,0,1376,29.3,1299,1184,87,642,555,7,,,185100,170317302022
"Block Group 3; Census Tract 7302.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730202> block group:3",83051,75,669,52,743,10,805,58.8,2074,805,38,331,293,22,,,289200,170317302023
"Block Group 1; Census Tract 7303; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730300> block group:1",49271,98,767,0,1020,0,1042,49.6,1025,992,137,508,367,94,,,171000,170317303001
"Block Group 1; Census Tract 7304; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730400> block group:1",110365,250,696,7,1135,0,1171,39.8,1366,1079,28,436,398,42,,,135700,170317304001
"Block Group 2; Census Tract 7304; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730400> block group:2",100682,143,920,113,1160,30,1303,45.1,1276,1235,25,725,662,50,,,226700,170317304002
"Block Group 3; Census Tract 7304; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730400> block group:3",62639,98,390,0,422,0,422,50.6,-666666666,422,10,272,253,19,,,202500,170317304003
"Block Group 4; Census Tract 7304; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730400> block group:4",93750,95,894,7,1154,13,1174,48.6,1185,1143,89,602,513,169,,,126100,170317304004
"Block Group 1; Census Tract 7305; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730500> block group:1",63440,119,628,0,1012,0,1012,41.6,1414,954,74,516,442,199,,,149500,170317305001
"Block Group 2; Census Tract 7305; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730500> block group:2",-666666666,54,197,11,209,1,221,64.2,-666666666,221,1,61,60,24,,,118000,170317305002
"Block Group 3; Census Tract 7305; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730500> block group:3",-666666666,241,980,0,1371,0,1371,40.7,649,1285,66,678,592,296,,,140800,170317305003
"Block Group 4; Census Tract 7305; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730500> block group:4",64491,82,1186,0,1449,0,1449,61.2,-666666666,1449,94,639,531,61,,,130400,170317305004
"Block Group 1; Census Tract 7306; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730600> block group:1",-666666666,104,487,0,861,0,861,40.3,-666666666,737,46,350,304,53,,,-666666666,170317306001
"Block Group 2; Census Tract 7306; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730600> block group:2",77801,102,770,38,1178,23,1262,45.0,-666666666,1226,64,524,460,18,,,190500,170317306002
"Block Group 3; Census Tract 7306; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730600> block group:3",63295,192,805,0,1447,0,1447,31.4,1469,1281,129,593,398,81,,,191700,170317306003
"Block Group 1; Census Tract 7307; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730700> block group:1",60250,130,714,0,1373,0,1373,34.3,-666666666,1349,95,576,481,124,,,180000,170317307001
"Block Group 2; Census Tract 7307; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:730700> block group:2",-666666666,119,769,0,896,0,915,48.0,1464,904,61,528,448,53,,,166200,170317307002
"Block Group 1; Census Tract 7401; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740100> block group:1",153571,125,404,474,0,134,633,38.0,-666666666,547,10,329,319,0,,,322000,170317401001
"Block Group 2; Census Tract 7401; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740100> block group:2",-666666666,93,428,609,0,32,641,32.6,-666666666,582,62,332,270,32,,,328900,170317401002
"Block Group 3; Census Tract 7401; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740100> block group:3",133398,163,472,460,0,102,614,42.3,-666666666,579,9,346,306,0,,,282800,170317401003
"Block Group 4; Census Tract 7401; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740100> block group:4",-666666666,102,796,934,20,233,1187,38.2,748,1039,0,545,519,25,,,233500,170317401004
"Block Group 1; Census Tract 7402; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740200> block group:1",-666666666,177,940,1283,76,226,1664,37.8,-666666666,1628,60,577,506,26,,,320800,170317402001
"Block Group 2; Census Tract 7402; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740200> block group:2",122708,298,764,897,0,183,1085,41.3,-666666666,1009,15,587,572,88,,,294400,170317402002
"Block Group 3; Census Tract 7402; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740200> block group:3",119978,261,1066,1515,0,151,1710,39.1,-666666666,1543,35,794,753,107,,,306600,170317402003
"Block Group 4; Census Tract 7402; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740200> block group:4",145156,218,1209,1499,0,73,2014,39.3,-666666666,1969,35,931,875,0,,,298100,170317402004
"Block Group 1; Census Tract 7403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740300> block group:1",112857,224,806,1031,0,107,1194,41.8,-666666666,1127,56,587,531,0,,,297100,170317403001
"Block Group 2; Census Tract 7403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740300> block group:2",145909,228,763,890,0,145,1054,43.4,-666666666,1035,34,523,466,0,,,293000,170317403002
"Block Group 3; Census Tract 7403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740300> block group:3",157083,120,540,740,0,62,802,41.7,-666666666,778,7,459,452,25,,,307400,170317403003
"Block Group 4; Census Tract 7403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740300> block group:4",93472,207,752,1080,0,14,1101,40.1,-666666666,982,12,433,421,0,,,248800,170317403004
"Block Group 5; Census Tract 7403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740300> block group:5",171250,258,644,778,0,114,892,34.4,-666666666,848,55,581,518,13,,,322400,170317403005
"Block Group 1; Census Tract 7404; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:740400> block group:1",135000,63,556,758,0,23,792,48.1,-666666666,698,11,378,367,0,,,291400,170317404001
